"Date","Home","HG","HxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","HxGpPlayer xGoals","Away","AG","AxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","AxGpPlayer xGoals","GDGoal Difference (Own goals excluded.)","xGDtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","xGDpPlayer xGoals","FinalFinal Score (Own goals included.)","HxPtsExpected points earned, given the same sample of shots over 1,000 simulations.","AxPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"2016-05-28","CHI","1","1.1944","1.2089","POR","1","0.6233","0.6262","0","0.5711","0.5827","0","1.763","0.914"
"2016-05-28","MTL","3","1.6924","1.7105","LAG","2","1.1975","1.2164","1","0.4948","0.4941","1","1.722","1.005"
"2016-05-28","NER","2","1.8388","1.8388","SEA","1","1.1122","1.1122","1","0.7266","0.7266","1","2.057","0.698"
"2016-05-28","CLB","3","5.2809","5.5703","RSL","3","2.3417","2.3417","0","2.9393","3.2286","1","2.664","0.255"
"2016-05-28","NYRB","3","0.5412","0.5412","TOR","0","2.1598","2.1598","3","-1.6186","-1.6186","3","0.284","2.576"
"2016-05-28","VAN","1","1.6078","1.6084","HOU","1","1.1991","1.1991","0","0.4087","0.4093","0","1.695","1.029"
"2016-05-28","SJE","0","0.5288","0.5288","FCD","0","0.3764","0.3764","0","0.1524","0.1524","0","1.415","1.073"
"2016-05-27","SKC","0","1.0649","1.0649","DCU","1","0.2982","0.2988","-1","0.7667","0.7661","-1","2.039","0.629"
"2016-05-25","ORL","2","2.2755","2.2755","PHI","2","1.6632","1.6632","0","0.6123","0.6123","0","1.948","0.829"
"2016-05-22","LAG","0","0.9042","0.9189","SJE","1","1.0411","1.043","-1","-0.1369","-0.1241","0","1.257","1.434"
"2016-05-22","POR","4","3.1285","3.1294","VAN","2","1.8813","1.9033","2","1.2473","1.2261","2","2.181","0.633"
"2016-05-21","SEA","0","0.9727","0.973","COL","1","0.6997","0.6997","-1","0.2731","0.2733","-1","1.465","1.21"
"2016-05-21","SKC","1","1.1579","1.1587","RSL","2","1.3327","1.3327","-1","-0.1748","-0.174","-2","1.181","1.517"
"2016-05-21","ORL","2","1.8302","1.8361","MTL","1","1.0173","1.0184","1","0.8129","0.8178","1","2.052","0.699"
"2016-05-21","TOR","0","0.8092","0.8092","CLB","0","0.6782","0.6849","0","0.131","0.1243","0","1.451","1.187"
"2016-05-21","CHI","1","2.1162","2.1494","HOU","0","0.7962","0.7962","1","1.32","1.3532","1","2.298","0.513"
"2016-05-21","NYC","0","0.7718","0.7838","NYRB","7","3.1519","3.1696","-7","-2.3801","-2.3858","-7","0.2","2.723"
"2016-05-21","NER","2","2.2701","2.3072","FCD","4","1.534","1.534","-2","0.7362","0.7732","-2","1.919","0.824"
"2016-05-20","PHI","1","1.0598","1.0598","DCU","0","1.0824","1.1115","1","-0.0226","-0.0518","1","1.265","1.433"
"2016-05-18","NYRB","1","0.4208","0.4208","CHI","0","0.8117","0.8118","1","-0.3909","-0.3911","1","0.912","1.695"
"2016-05-18","TOR","1","1.5629","1.5678","NYC","1","1.0084","1.0084","0","0.5545","0.5595","0","1.786","0.898"
"2016-05-15","POR","1","2.4886","2.5806","NYC","2","0.8305","0.8329","-1","1.6581","1.7478","-1","2.422","0.409"
"2016-05-15","SKC","2","3.4222","3.4821","ORL","0","0.424","0.424","2","2.9982","3.058","1","2.872","0.082"
"2016-05-15","HOU","1","2.1522","2.1676","RSL","0","0.7347","0.7347","1","1.4175","1.4329","1","2.352","0.459"
"2016-05-14","TOR","3","2.4828","2.4841","VAN","4","0.656","0.6654","-1","1.8268","1.8187","-1","2.609","0.275"
"2016-05-14","NER","2","1.4567","1.4653","CHI","0","0.0809","0.0809","2","1.3758","1.3844","2","2.585","0.23"
"2016-05-14","CLB","1","1.233","1.2435","COL","1","0.9172","0.9189","0","0.3158","0.3246","0","1.646","1.043"
"2016-05-14","MTL","1","1.5259","1.5352","PHI","1","1.5635","1.602","0","-0.0376","-0.0668","0","1.308","1.416"
"2016-05-14","FCD","2","1.4102","1.4725","SEA","0","0.8346","0.8346","2","0.5755","0.6379","2","1.905","0.807"
"2016-05-13","DCU","2","1.5595","1.5638","NYRB","0","1.0776","1.0776","2","0.4819","0.4862","2","1.805","0.947"
"2016-05-11","SJE","3","1.625","1.625","HOU","1","0.5096","0.5141","2","1.1154","1.111","2","2.269","0.511"
"2016-05-11","VAN","2","1.9583","1.9604","CHI","1","1.9236","1.9236","1","0.0348","0.0368","1","1.368","1.38"
"2016-05-11","COL","1","0.967","1.0329","SKC","0","0.3945","0.3945","1","0.5724","0.6384","1","1.881","0.78"
"2016-05-11","PHI","2","3.0196","3.842","LAG","2","0.1794","0.1794","0","2.8402","3.6626","0","2.881","0.064"
"2016-05-11","FCD","2","1.2528","1.2528","POR","1","0.6477","0.6477","1","0.6051","0.6051","1","1.831","0.871"
"2016-05-08","DCU","0","0.8913","0.8913","NYC","2","1.5285","1.5517","-2","-0.6373","-0.6605","-2","0.912","1.812"
"2016-05-08","LAG","4","2.6737","2.6737","NER","2","1.9627","2.1246","2","0.711","0.5491","2","1.922","0.863"
"2016-05-07","SEA","2","1.3473","1.3798","SJE","0","1.6185","1.6604","2","-0.2712","-0.2806","2","1.109","1.607"
"2016-05-07","COL","1","1.2462","1.2621","RSL","0","0.9496","0.9547","1","0.2965","0.3074","1","1.527","1.173"
"2016-05-07","HOU","2","0.8788","0.9228","SKC","0","0.7562","0.7562","2","0.1227","0.1666","2","1.458","1.188"
"2016-05-07","CLB","4","3.0994","3.2182","MTL","4","2.7523","2.7689","0","0.3471","0.4493","0","1.605","1.197"
"2016-05-07","VAN","2","1.9669","1.9898","POR","1","1.6266","1.6266","1","0.3404","0.3632","1","1.528","1.201"
"2016-05-07","TOR","1","2.1844","2.1844","FCD","0","0.828","0.828","1","1.3564","1.3564","1","2.357","0.446"
"2016-05-06","ORL","1","1.9819","1.9958","NYRB","1","0.7053","0.7053","0","1.2766","1.2905","0","2.302","0.484"
"2016-05-01","SKC","1","1.1698","1.1877","LAG","1","0.8005","0.8005","0","0.3693","0.3872","0","1.636","1.021"
"2016-05-01","POR","2","1.2763","1.2763","TOR","1","1.1888","1.1888","1","0.0875","0.0875","1","1.391","1.31"
"2016-04-30","RSL","2","2.0275","2.049","HOU","1","1.0527","1.0857","1","0.9748","0.9633","1","2.052","0.735"
"2016-04-30","NER","2","1.8476","1.8476","ORL","2","1.3137","1.3137","0","0.5339","0.5339","0","1.753","1.033"
"2016-04-30","CHI","1","0.7883","0.7913","DCU","1","0.6132","0.6132","0","0.1751","0.1781","0","1.482","1.107"
"2016-04-30","MTL","2","0.8571","0.8753","COL","2","1.2429","1.2429","0","-0.3858","-0.3676","0","0.988","1.714"
"2016-04-30","PHI","1","1.2022","1.2022","SJE","1","0.699","0.699","0","0.5031","0.5031","0","1.904","0.812"
"2016-04-30","SEA","1","1.9939","2.1167","CLB","0","1.402","1.402","1","0.5919","0.7147","1","1.773","1.002"
"2016-04-30","NYC","3","1.3318","1.3639","VAN","2","3.1538","3.1732","1","-1.822","-1.8093","1","0.377","2.498"
"2016-04-29","NYRB","4","1.7217","1.7246","FCD","0","1.3427","1.4292","4","0.379","0.2953","4","1.633","1.072"
"2016-04-27","VAN","1","0.523","0.523","SKC","1","0.7282","0.7396","0","-0.2051","-0.2165","0","1.016","1.562"
"2016-04-27","NER","0","0.9391","0.9391","POR","1","0.8438","0.8438","-1","0.0953","0.0953","0","1.331","1.346"
"2016-04-27","NYC","1","1.0722","1.0768","MTL","1","0.4652","0.4652","0","0.607","0.6116","0","1.893","0.771"
"2016-04-24","NYRB","3","4.0286","4.0813","ORL","1","1.3304","1.3304","2","2.6982","2.7509","1","2.733","0.198"
"2016-04-24","SJE","1","1.4924","1.5351","SKC","0","0.9682","0.9682","1","0.5242","0.5669","1","1.836","0.891"
"2016-04-23","LAG","5","3.2518","3.3224","RSL","2","1.8143","1.8154","3","1.4375","1.507","3","2.314","0.544"
"2016-04-23","COL","3","2.9362","2.9362","SEA","1","0.6566","0.6649","2","2.2796","2.2713","2","2.819","0.122"
"2016-04-23","CLB","1","1.4241","1.4241","HOU","0","0.3077","0.3077","1","1.1164","1.1164","1","2.447","0.344"
"2016-04-23","DCU","3","2.6096","2.6096","NER","0","0.9163","0.9316","3","1.6933","1.678","3","2.586","0.294"
"2016-04-23","MTL","0","0.7042","0.7042","TOR","2","1.7327","1.7327","-2","-1.0284","-1.0284","-2","0.528","2.259"
"2016-04-23","PHI","2","1.2348","1.2409","NYC","0","1.2373","1.2373","2","-0.0025","0.0036","2","1.392","1.29"
"2016-04-23","VAN","2","0.5959","0.5959","FCD","0","1.4671","1.4691","2","-0.8713","-0.8733","3","0.667","2.059"
"2016-04-17","ORL","2","1.927","1.9306","NER","2","2.847","2.8483","0","-0.92","-0.9176","0","0.831","1.968"
"2016-04-17","FCD","2","0.9608","0.9608","SKC","1","2.115","2.115","1","-1.1542","-1.1542","1","0.564","2.247"
"2016-04-16","POR","3","2.1166","2.1505","SJE","1","1.792","1.792","2","0.3246","0.3585","2","1.572","1.164"
"2016-04-16","SEA","2","2.2728","2.2829","PHI","1","1.2077","1.2077","1","1.0651","1.0752","1","2.111","0.674"
"2016-04-16","RSL","1","1.3313","1.3313","VAN","0","1.2664","1.3708","1","0.0649","-0.0395","1","1.414","1.291"
"2016-04-16","COL","2","1.1257","1.1257","NYRB","1","0.7841","0.7841","1","0.3415","0.3415","1","1.618","1.039"
"2016-04-16","CLB","3","1.81","1.8323","NYC","2","2.304","2.3056","1","-0.494","-0.4733","1","0.998","1.781"
"2016-04-16","DCU","0","1.9085","1.9085","TOR","1","1.2963","1.2963","-1","0.6122","0.6122","-1","1.818","0.927"
"2016-04-16","CHI","1","0.5463","0.5485","MTL","2","1.1497","1.153","-1","-0.6034","-0.6045","-1","0.781","1.903"
"2016-04-15","HOU","1","0.5934","0.5934","LAG","4","1.9351","1.9351","-3","-1.3418","-1.3418","-3","0.423","2.391"
"2016-04-13","SJE","2","1.6022","1.654","NYRB","0","0.8799","0.8799","2","0.7222","0.7741","2","1.893","0.864"
"2016-04-13","SKC","1","1.9975","2.0063","COL","2","0.7551","0.757","-1","1.2424","1.2493","-1","2.311","0.514"
"2016-04-13","POR","1","1.707","1.7784","FCD","3","1.4862","1.4862","-2","0.2208","0.2922","-2","1.539","1.236"
"2016-04-10","LAG","0","0.7336","0.7336","POR","1","0.1678","0.1678","-1","0.5658","0.5658","0","1.83","0.705"
"2016-04-10","NYC","0","1.3457","1.3658","CHI","0","0.3836","0.3836","0","0.9621","0.9822","0","2.191","0.562"
"2016-04-10","HOU","1","0.8588","0.8588","SEA","1","1.461","1.4642","0","-0.6023","-0.6054","0","0.868","1.855"
"2016-04-09","RSL","1","1.0034","1.0067","COL","0","0.6731","0.6773","1","0.3303","0.3293","1","1.7","0.98"
"2016-04-09","NYRB","0","3.4007","3.4362","SKC","2","0.8551","0.8551","-2","2.5456","2.5811","-2","2.743","0.175"
"2016-04-09","DCU","4","4.0571","4.3757","VAN","0","0.7831","0.7831","4","3.274","3.5926","4","2.893","0.073"
"2016-04-09","MTL","2","1.6673","1.6827","CLB","0","1.229","1.229","2","0.4383","0.4537","2","1.664","1.1"
"2016-04-09","NER","1","1.2123","1.2392","TOR","1","1.0515","1.0519","0","0.1608","0.1872","0","1.469","1.265"
"2016-04-09","FCD","1","1.6629","1.6801","SJE","2","0.7779","0.7779","-1","0.8849","0.9022","0","2.152","0.592"
"2016-04-08","PHI","2","2.3403","2.4249","ORL","1","1.1829","1.2108","1","1.1575","1.2141","1","2.212","0.601"
"2016-04-03","ORL","4","1.8054","1.8148","POR","1","2.1366","2.2047","3","-0.3313","-0.3899","3","1.105","1.642"
"2016-04-02","SJE","1","1.2782","1.2846","DCU","1","1.2092","1.2584","0","0.069","0.0261","0","1.414","1.297"
"2016-04-02","SEA","1","1.0193","1.0195","MTL","0","0.8073","0.8103","1","0.212","0.2092","1","1.543","1.141"
"2016-04-02","VAN","0","0.1212","0.1212","LAG","0","1.3919","1.3919","0","-1.2707","-1.2707","0","0.312","2.448"
"2016-04-02","SKC","1","1.8202","1.9746","RSL","2","1.3332","1.3332","-1","0.487","0.6415","-1","1.687","1.069"
"2016-04-02","COL","1","1.5058","1.511","TOR","0","0.61","0.61","1","0.8958","0.9009","1","2.106","0.663"
"2016-04-02","CHI","1","0.6629","0.6629","PHI","0","1.6037","1.6845","1","-0.9408","-1.0216","1","0.691","2.074"
"2016-04-02","FCD","1","1.5798","1.5982","CLB","1","1.0357","1.0357","0","0.5441","0.5625","0","1.763","0.95"
"2016-04-01","NER","1","0.6208","0.6208","NYRB","0","1.8657","1.892","1","-1.2449","-1.2713","1","0.469","2.326"
"2016-03-26","VAN","1","2.2182","2.2259","HOU","0","1.3462","1.3837","1","0.872","0.8422","1","2.027","0.755"
"2016-03-26","NYC","1","1.4698","1.5435","NER","1","0.9211","0.9211","0","0.5487","0.6224","0","1.787","0.941"
"2016-03-26","DCU","0","1.8774","1.8803","FCD","3","1.4093","1.4093","-3","0.4681","0.471","-3","1.735","1.018"
"2016-03-20","SKC","1","0.477","0.477","TOR","0","1.4061","1.4061","1","-0.9291","-0.9291","1","0.597","2.16"
"2016-03-20","DCU","1","1.8939","2.0967","COL","1","0.9535","0.9535","0","0.9403","1.1432","0","2.05","0.724"
"2016-03-20","PHI","3","3.5456","3.5811","NER","0","0.7788","0.7935","3","2.7668","2.7876","3","2.883","0.075"
"2016-03-19","POR","2","2.6056","2.6229","RSL","2","0.6759","0.6895","0","1.9297","1.9334","0","2.584","0.292"
"2016-03-19","LAG","3","2.6944","2.7153","SJE","1","0.8232","0.8232","2","1.8712","1.8921","2","2.621","0.248"
"2016-03-19","SEA","1","1.2339","1.2357","VAN","2","1.6025","1.6025","-1","-0.3685","-0.3667","-1","0.973","1.777"
"2016-03-19","NYRB","4","3.0157","3.0509","HOU","3","1.6696","1.6818","1","1.3461","1.3691","1","2.226","0.6"
"2016-03-19","CHI","0","0.2135","0.2135","CLB","0","0.5512","0.5553","0","-0.3377","-0.3418","0","0.86","1.613"
"2016-03-19","FCD","2","0.5803","0.5807","MTL","0","0.475","0.475","2","0.1053","0.1057","2","1.389","1.161"
"2016-03-18","NYC","0","0.8914","0.8914","ORL","1","1.3196","1.3196","-1","-0.4283","-0.4283","-1","1.011","1.71"
"2016-03-13","SJE","2","0.6676","0.6676","POR","1","1.78","1.7896","1","-1.1125","-1.122","1","0.569","2.201"
"2016-03-13","NYC","2","2.4829","2.4882","TOR","2","1.0275","1.0275","0","1.4555","1.4608","0","2.404","0.448"
"2016-03-12","HOU","4","1.5597","1.5597","FCD","0","1.0349","1.0726","4","0.5248","0.487","5","1.834","0.901"
"2016-03-12","SKC","2","1.0528","1.0528","VAN","1","1.3409","1.3409","1","-0.2881","-0.2881","1","1.002","1.674"
"2016-03-12","CLB","1","1.6544","1.6662","PHI","2","1.0229","1.0229","-1","0.6316","0.6433","-1","1.868","0.872"
"2016-03-12","COL","1","0.742","0.742","LAG","0","0.8086","0.809","1","-0.0666","-0.067","1","1.277","1.367"
"2016-03-12","MTL","3","1.8895","1.8962","NYRB","0","1.2114","1.2114","3","0.6781","0.6848","3","1.901","0.872"
"2016-03-12","RSL","2","1.0452","1.0479","SEA","1","0.8642","0.8996","1","0.181","0.1483","1","1.453","1.192"
"2016-03-12","NER","0","1.0203","1.0286","DCU","0","0.3831","0.3831","0","0.6372","0.6455","0","1.837","0.799"
"2016-03-11","ORL","1","1.0371","1.0605","CHI","1","1.2024","1.204","0","-0.1653","-0.1435","0","1.172","1.538"
"2016-03-06","LAG","4","2.3956","2.4779","DCU","1","0.9461","0.9475","3","1.4495","1.5304","3","2.406","0.426"
"2016-03-06","SEA","0","0.4775","0.4775","SKC","1","1.1831","1.1831","-1","-0.7056","-0.7056","-1","0.772","1.906"
"2016-03-06","VAN","2","2.0558","2.0558","MTL","3","1.0935","1.0995","-1","0.9623","0.9564","-1","2.094","0.705"
"2016-03-06","POR","2","2.5587","2.5812","CLB","1","1.6473","1.6485","1","0.9114","0.9327","1","1.971","0.828"
"2016-03-06","SJE","1","0.4883","0.4888","COL","0","1.1828","1.1945","1","-0.6944","-0.7057","1","0.82","1.891"
"2016-03-06","HOU","3","2.0555","2.0574","NER","3","1.3805","1.4339","0","0.6749","0.6236","0","1.879","0.886"
"2016-03-06","CHI","3","3.0827","3.1143","NYC","4","2.0117","2.0393","-1","1.071","1.075","-1","2.059","0.763"
"2016-03-06","ORL","2","1.6355","1.6355","RSL","2","1.5234","1.5234","0","0.112","0.112","0","1.454","1.274"
"2016-03-06","NYRB","0","0.9331","0.9331","TOR","2","1.3722","1.3757","-2","-0.4391","-0.4426","-2","0.877","1.846"
"2016-03-06","FCD","2","2.4474","2.4474","PHI","0","0.9053","0.9254","2","1.542","1.522","2","2.457","0.399"
"2015-10-25","SKC","2","2.0076","2.298","LAG","1","1.1476","1.1476","1","0.86","1.1503","1","1.999","0.811"
"2015-10-25","POR","4","1.2598","1.2598","COL","1","0.4473","0.4541","3","0.8125","0.8058","3","2.19","0.525"
"2015-10-25","VAN","3","0.9125","0.9125","HOU","0","0.3789","0.3824","3","0.5336","0.5302","3","1.843","0.781"
"2015-10-25","SEA","3","1.8129","1.9042","RSL","1","0.7203","0.7203","2","1.0926","1.1839","2","2.26","0.52"
"2015-10-25","CHI","1","1.2644","1.2705","NYRB","2","2.1395","2.149","-1","-0.8751","-0.8785","-1","0.724","2.038"
"2015-10-25","NYC","1","2.5123","2.5759","NER","3","2.0393","2.0393","-2","0.473","0.5366","-2","1.737","1.038"
"2015-10-25","PHI","1","1.726","1.7418","ORL","0","0.6836","0.7031","1","1.0424","1.0387","1","2.25","0.534"
"2015-10-25","MTL","2","1.3794","1.3794","TOR","1","1.4769","1.4796","1","-0.0976","-0.1003","1","1.222","1.486"
"2015-10-25","CLB","5","2.1776","2.1776","DCU","0","0.8495","0.8769","5","1.328","1.3006","5","2.345","0.476"
"2015-10-25","FCD","2","1.3887","1.3887","SJE","1","1.8516","1.8521","1","-0.4629","-0.4635","1","1.009","1.741"
"2015-10-21","SKC","0","1.7837","1.7863","COL","2","1.2562","1.2562","-2","0.5275","0.53","-2","1.758","1.008"
"2015-10-18","LAG","2","0.7213","0.7213","POR","5","2.5282","2.5288","-3","-1.8069","-1.8076","-3","0.246","2.631"
"2015-10-18","HOU","1","0.9908","0.9908","SEA","1","1.5364","1.5364","0","-0.5456","-0.5456","0","0.984","1.743"
"2015-10-18","NYRB","4","3.0756","3.0756","PHI","1","0.9112","0.9112","3","2.1644","2.1644","3","2.709","0.201"
"2015-10-18","DCU","4","1.7273","1.7839","CHI","0","0.5162","0.5162","4","1.2112","1.2677","4","2.373","0.435"
"2015-10-17","NER","0","0.3743","0.3743","MTL","1","0.6001","0.6025","-1","-0.2258","-0.2283","-1","1.071","1.494"
"2015-10-17","TOR","0","0.6995","0.6995","CLB","2","0.6616","0.6616","-2","0.0379","0.0379","-2","1.311","1.281"
"2015-10-17","RSL","0","1.3266","1.3266","FCD","1","1.0406","1.0406","-1","0.286","0.286","-1","1.607","1.091"
"2015-10-16","SJE","1","1.7352","1.7734","SKC","0","0.7667","0.7667","1","0.9685","1.0067","1","2.142","0.63"
"2015-10-16","ORL","2","2.23","2.3937","NYC","1","0.4399","0.4412","1","1.7901","1.9524","1","2.643","0.24"
"2015-10-14","RSL","0","0.4336","0.4336","POR","1","1.6766","1.6808","-1","-1.243","-1.2472","-1","0.31","2.521"
"2015-10-14","TOR","2","0.6022","0.6022","NYRB","1","0.6268","0.6268","1","-0.0246","-0.0246","1","1.21","1.351"
"2015-10-14","FCD","2","2.3767","2.3767","VAN","0","0.6103","0.6103","2","1.7664","1.7664","2","2.581","0.295"
"2015-10-10","COL","0","0.5368","0.5368","MTL","1","0.3229","0.3229","-1","0.2139","0.2139","-1","1.46","1.04"
"2015-10-07","NYRB","2","3.0796","3.2786","MTL","1","1.3431","1.3431","1","1.7365","1.9355","1","2.494","0.373"
"2015-10-07","VAN","0","0.5362","0.5362","FCD","0","0.9701","0.9701","0","-0.4339","-0.4339","0","0.954","1.68"
"2015-10-04","SEA","1","1.2473","1.254","LAG","1","0.654","0.654","0","0.5932","0.5999","0","1.915","0.802"
"2015-10-04","COL","1","0.5419","0.551","RSL","2","0.8127","0.8141","-1","-0.2708","-0.2631","-1","0.995","1.64"
"2015-10-04","FCD","4","2.4888","2.4888","HOU","1","0.2359","0.2359","3","2.2529","2.2529","3","2.819","0.104"
"2015-10-03","SJE","1","0.7331","0.7491","VAN","1","0.9951","0.9958","0","-0.262","-0.2467","0","1.083","1.593"
"2015-10-03","POR","0","1.2733","1.2769","SKC","1","0.5859","0.5859","-1","0.6875","0.6911","-1","1.858","0.838"
"2015-10-03","CHI","3","1.1655","1.1655","NER","1","0.9968","1.0162","2","0.1687","0.1493","2","1.4","1.325"
"2015-10-03","ORL","2","0.6785","0.6785","MTL","1","0.7825","0.7825","1","-0.104","-0.104","1","1.181","1.418"
"2015-10-03","NYRB","2","1.5138","1.5547","CLB","1","0.8312","0.8312","1","0.6827","0.7235","1","1.944","0.807"
"2015-10-03","TOR","2","1.1446","1.1464","PHI","1","0.2557","0.2557","1","0.8889","0.8907","2","2.165","0.53"
"2015-10-02","DCU","2","2.3114","2.3356","NYC","1","1.1348","1.2224","1","1.1765","1.1133","1","2.19","0.591"
"2015-09-27","SJE","1","2.1951","2.4109","RSL","0","0.796","0.796","1","1.3991","1.6149","1","2.328","0.477"
"2015-09-27","SKC","1","1.4727","1.4727","SEA","1","1.8395","1.8397","0","-0.3669","-0.367","0","1.047","1.692"
"2015-09-27","LAG","3","1.8913","1.8957","FCD","2","1.1791","1.1934","1","0.7122","0.7023","1","1.889","0.872"
"2015-09-26","VAN","1","2.4057","2.43","NYC","2","1.7054","1.7084","-1","0.7003","0.7216","-1","1.887","0.912"
"2015-09-26","HOU","3","3.2711","3.4364","COL","2","0.5996","0.5996","1","2.6715","2.8367","1","2.812","0.115"
"2015-09-26","CLB","1","0.6837","0.688","POR","2","1.1743","1.1743","-1","-0.4906","-0.4863","-1","0.833","1.847"
"2015-09-26","NER","1","1.5986","1.6267","PHI","1","0.2957","0.2957","0","1.3029","1.331","0","2.553","0.273"
"2015-09-26","MTL","2","1.2216","1.2216","DCU","0","0.7093","0.7093","2","0.5123","0.5123","2","1.714","0.985"
"2015-09-26","TOR","3","1.8825","1.8837","CHI","2","0.5346","0.5364","1","1.3479","1.3473","1","2.454","0.384"
"2015-09-25","NYRB","2","1.7","1.7065","ORL","4","2.153","2.1546","-2","-0.453","-0.4481","-3","1.054","1.702"
"2015-09-23","HOU","1","1.572","1.6246","SKC","0","0.7776","0.7776","1","0.7944","0.8469","1","2.064","0.684"
"2015-09-23","MTL","2","1.15","1.1578","CHI","1","1.8254","2.0538","1","-0.6754","-0.896","1","0.892","1.867"
"2015-09-20","PHI","2","1.9897","1.9897","HOU","0","0.8139","0.8139","2","1.1758","1.1758","2","2.214","0.588"
"2015-09-20","POR","0","0.8884","0.8884","NYRB","2","2.0322","2.0455","-2","-1.1438","-1.1571","-2","0.647","2.126"
"2015-09-19","RSL","3","1.8965","1.8965","LAG","0","1.0381","1.089","3","0.8584","0.8075","3","2.061","0.699"
"2015-09-19","CHI","0","0.6804","0.6804","ORL","1","1.0135","1.0135","-1","-0.3332","-0.3332","-1","1.065","1.584"
"2015-09-19","MTL","3","0.5108","0.5108","NER","0","0.777","0.7821","3","-0.2662","-0.2714","3","1.037","1.562"
"2015-09-19","NYC","3","1.126","1.1314","SJE","2","2.3635","2.4369","1","-1.2375","-1.3055","1","0.614","2.198"
"2015-09-19","VAN","0","1.0272","1.0334","SEA","3","1.0443","1.0443","-3","-0.017","-0.0109","-3","1.289","1.376"
"2015-09-19","DCU","1","1.6487","1.6487","CLB","2","1.388","1.388","-1","0.2606","0.2606","-1","1.564","1.159"
"2015-09-19","TOR","3","0.7649","0.7651","COL","1","1.1294","1.1317","2","-0.3645","-0.3665","2","1.007","1.676"
"2015-09-18","SKC","3","2.5308","2.548","FCD","1","0.586","0.586","2","1.9448","1.962","2","2.643","0.243"
"2015-09-16","SJE","1","1.515","1.515","MTL","1","0.3893","0.3893","0","1.1256","1.1256","0","2.293","0.481"
"2015-09-16","NYC","2","0.987","0.987","TOR","0","1.2521","1.2526","2","-0.2651","-0.2656","2","1.146","1.569"
"2015-09-16","NER","2","0.8418","0.8418","NYRB","1","0.3329","0.3329","1","0.5089","0.5089","1","1.806","0.795"
"2015-09-13","ORL","3","1.854","1.854","SKC","1","0.966","0.966","2","0.888","0.888","2","2.074","0.667"
"2015-09-13","TOR","1","1.7898","1.8023","NER","2","0.9153","0.9153","-1","0.8745","0.887","-2","1.892","0.845"
"2015-09-12","LAG","0","1.0042","1.0144","MTL","0","1.1102","1.1132","0","-0.106","-0.0988","0","1.244","1.454"
"2015-09-12","SJE","1","0.9501","0.9501","SEA","1","0.982","1.0476","0","-0.0319","-0.0975","0","1.297","1.351"
"2015-09-12","COL","1","0.53","0.53","DCU","1","0.3807","0.3807","0","0.1493","0.1493","0","1.444","1.063"
"2015-09-12","HOU","1","1.7763","1.7763","RSL","3","2.5426","3.7006","-2","-0.7663","-1.9243","-2","0.93","1.869"
"2015-09-12","PHI","1","1.4265","1.4289","CLB","2","0.8791","0.8791","-1","0.5475","0.5498","-1","1.851","0.846"
"2015-09-12","FCD","2","1.6578","1.6959","NYC","1","1.2932","1.2938","1","0.3646","0.4021","1","1.661","1.07"
"2015-09-11","NYRB","3","2.0242","2.0242","CHI","2","2.118","2.118","1","-0.0938","-0.0938","1","1.204","1.492"
"2015-09-09","POR","0","1.281","1.281","SKC","0","0.3734","0.3741","0","0.9077","0.907","0","2.117","0.587"
"2015-09-09","VAN","2","1.0143","1.0154","COL","0","0.5294","0.5294","2","0.4849","0.486","2","1.796","0.884"
"2015-09-06","CLB","0","1.8836","1.8992","FCD","3","0.8774","0.8968","-3","1.0062","1.0023","-3","2.171","0.617"
"2015-09-05","SJE","1","1.8138","1.819","PHI","2","0.5496","0.5496","-1","1.2642","1.2693","-1","2.472","0.342"
"2015-09-05","SEA","2","1.6317","1.6317","TOR","1","1.0984","1.1385","1","0.5333","0.4932","1","1.869","0.903"
"2015-09-05","MTL","4","3.2094","3.5317","CHI","3","1.7072","1.7072","1","1.5022","1.8245","1","2.328","0.501"
"2015-09-05","NER","3","2.5055","2.6426","ORL","0","0.4853","0.4865","3","2.0202","2.1561","3","2.703","0.204"
"2015-08-30","NYRB","3","3.7345","3.8265","DCU","0","0.3999","0.3999","3","3.3346","3.4266","3","2.905","0.061"
"2015-08-30","SEA","2","1.5498","1.5498","POR","1","1.5606","1.5616","1","-0.0108","-0.0117","1","1.347","1.389"
"2015-08-29","COL","2","1.2058","1.2058","SKC","1","1.4247","1.4881","1","-0.2188","-0.2822","1","1.217","1.475"
"2015-08-29","HOU","2","1.2474","1.2474","VAN","0","0.5795","0.5909","2","0.6679","0.6565","2","1.878","0.822"
"2015-08-29","ORL","0","1.1611","1.1623","CHI","1","0.8199","0.8199","-1","0.3413","0.3424","0","1.617","1.056"
"2015-08-29","PHI","0","1.0342","1.0342","NER","1","1.2241","1.2241","-1","-0.1899","-0.1899","-1","1.217","1.481"
"2015-08-29","NYC","1","1.3915","1.3933","CLB","2","1.7798","1.8289","-1","-0.3883","-0.4356","-1","1.153","1.624"
"2015-08-29","TOR","2","1.2652","1.2782","MTL","1","1.5901","1.5901","1","-0.3248","-0.3119","1","1.112","1.592"
